Vector,Labels
"[-0.08005738 -0.03688054 -0.02410673  0.07433759 -0.1873248   0.04968812
 -0.06692737  0.05797236 -0.13820444  0.0206898  -0.04889974  0.10252544
 -0.1481993  -0.0135173  -0.01213834  0.01554549 -0.0305912  -0.01820297
  0.16698895  0.13848697 -0.0731362  -0.1160265   0.04332473 -0.00706126
  0.0387992   0.00535411 -0.05548057  0.0519961  -0.17280534  0.05397332
 -0.0012945  -0.05740977 -0.15362939 -0.17062202 -0.09522779  0.01798407
 -0.05688656  0.11760568 -0.00600799  0.00976856  0.06156506 -0.09290562
 -0.0481976   0.11932553 -0.0384704  -0.05284236 -0.12113534 -0.07992966
 -0.00918722  0.15670727 -0.01898041 -0.06662604  0.02462642  0.00232643
 -0.0961806   0.06743801  0.04471935 -0.07090181  0.04879669 -0.01164761
 -0.21438663 -0.06466159 -0.01173655  0.02183747  0.07575419 -0.00909834
 -0.13370642  0.11858559  0.08037039 -0.04064652 -0.08762681  0.00384792
  0.11509082 -0.0129932  -0.05008638  0.12229255  0.07247674  0.01981048
 -0.02776189  0.10120627  0.02470648 -0.14492571  0.01186261  0.03198993
 -0.0666867  -0.00389518  0.09685747  0.06422357 -0.09196301  0.01378871
  0.04817139  0.04885585 -0.07070752  0.17553551 -0.15223557  0.05829392
  0.03334938 -0.09347664 -0.065409   -0.11031008  0.18848413 -0.00835993
 -0.01546066 -0.06398513  0.12322736  0.06856546 -0.31895897  0.01806566
 -0.01898842  0.10563453 -0.05726233 -0.02757996  0.09925245 -0.03009872
  0.2578295   0.04874238  0.0812149  -0.0116321  -0.09750704 -0.02263087
  0.0837732  -0.0227493  -0.06215894 -0.05350956 -0.00686932 -0.04063985
  0.02145447  0.03770315]",6
"[-0.07058542 -0.01917343  0.01091587  0.05055459 -0.18626006  0.02306986
 -0.08411997  0.04583731 -0.11455523  0.05377182 -0.05778865  0.11186145
 -0.12701549  0.02851552 -0.02622171  0.03220314 -0.0350524  -0.00949877
  0.15445146  0.13676545 -0.08428687 -0.15085982  0.0144452  -0.00490376
  0.02981429 -0.00485875 -0.02760987  0.06178268 -0.17130665  0.04166753
  0.00508731 -0.05048051 -0.15414512 -0.16767271 -0.10628374  0.01257964
 -0.02859642  0.15778816  0.01484542  0.00100535  0.07930399 -0.09253805
 -0.06555399  0.09244868 -0.01254284 -0.05038022 -0.11846124 -0.11059665
  0.01452666  0.12899034 -0.02896525 -0.06646506  0.03428832  0.01535954
 -0.1144443   0.04731446  0.01960695 -0.08170763  0.07810473 -0.00653312
 -0.19983943 -0.06674589 -0.00197632  0.01460258  0.08074901 -0.03717118
 -0.10953588  0.12209763  0.08737049 -0.02783833 -0.09454086  0.00334198
  0.11516552  0.01877365 -0.04537906  0.10778278  0.06725112 -0.03184753
 -0.02657036  0.1052191   0.03001776 -0.16145644 -0.01505936  0.02424536
 -0.03986926 -0.00403709  0.09498779  0.03869101 -0.09653243  0.01477529
  0.04945089  0.05256671 -0.07799787  0.17844601 -0.12131803  0.05098318
  0.04393389 -0.08542029 -0.09194421 -0.12484219  0.20288247 -0.0187099
  0.00487693 -0.06598391  0.11099184  0.06523379 -0.31718928  0.00955936
 -0.04267425  0.09487203 -0.05328121 -0.01852148  0.0971713  -0.03982135
  0.27063382  0.04743553  0.06909241 -0.00142283 -0.10491224 -0.04020412
  0.0979904  -0.02889387 -0.06702345 -0.04961609 -0.03737813 -0.0318584
  0.00902506  0.02040923]",65
"[-7.42350966e-02 -4.58797142e-02 -9.79861524e-03  7.80568272e-02
 -1.86117247e-01  4.15683836e-02 -5.68136126e-02  5.65268844e-02
 -1.40484273e-01  2.52259560e-02 -5.50653823e-02  1.02602340e-01
 -1.40099630e-01 -9.56338178e-03 -2.18578801e-02  3.00534479e-02
 -3.08215879e-02 -2.08994765e-02  1.70144781e-01  1.40880108e-01
 -8.66705179e-02 -1.22699387e-01  5.16448952e-02  1.27662334e-03
  2.84148324e-02 -1.00892503e-02 -4.53526154e-02  5.70326820e-02
 -1.86309785e-01  4.66688089e-02 -1.75710525e-02 -5.49005158e-02
 -1.49035811e-01 -1.73764154e-01 -1.03889406e-01  3.42917405e-02
 -5.78156449e-02  1.27556771e-01  1.54915953e-03 -2.87166131e-05
  7.19097927e-02 -8.99848044e-02 -6.68177158e-02  1.08405791e-01
 -3.00528761e-02 -4.37985174e-02 -1.18172579e-01 -8.87019187e-02
 -6.70307898e-04  1.58236340e-01 -1.70066934e-02 -6.20664097e-02
  2.79851761e-02  1.77722648e-02 -1.00875683e-01  6.29871637e-02
  3.57145108e-02 -5.60647063e-02  5.20194583e-02 -1.92232281e-02
 -2.12448463e-01 -6.50159121e-02 -8.52048397e-03  1.85285434e-02
  8.81550238e-02 -5.35730505e-03 -1.18122302e-01  1.24711454e-01
  7.44544715e-02 -4.53772023e-02 -9.61315036e-02 -4.55742097e-03
  1.16106890e-01 -7.07322359e-03 -5.89697324e-02  1.07567191e-01
  7.31061399e-02  1.08553087e-02 -2.61744205e-02  1.01690561e-01
  1.03514716e-02 -1.53570369e-01  3.90220899e-03  2.30816416e-02
 -5.67306280e-02 -3.61060700e-03  9.90195870e-02  4.81600389e-02
 -1.03366949e-01  2.58562621e-02  4.51931506e-02  5.21324687e-02
 -8.00995380e-02  1.75743401e-01 -1.44015655e-01  5.48667721e-02
  2.00633202e-02 -8.71134251e-02 -7.46243000e-02 -1.20326020e-01
  1.86950609e-01 -9.60368570e-03 -1.24312406e-02 -5.89443110e-02
  1.19209327e-01  5.09136654e-02 -3.18492800e-01  1.11576738e-02
 -3.21772508e-02  1.09475501e-01 -6.64137155e-02 -2.41983272e-02
  8.94829407e-02 -3.19963917e-02  2.51120687e-01  4.69716117e-02
  6.43993616e-02  2.80145393e-03 -1.00499988e-01 -3.60986814e-02
  8.69341567e-02 -2.34907772e-02 -6.91022202e-02 -4.16316129e-02
 -3.35864117e-03 -4.13001813e-02  1.80543959e-02  3.30221504e-02]",1
"[-7.86348581e-02 -2.72867829e-02 -1.31828263e-02  6.39002025e-02
 -1.88125640e-01  5.31526171e-02 -6.86729401e-02  4.57628630e-02
 -1.30277231e-01  3.20728123e-02 -5.38215525e-02  9.64057520e-02
 -1.43844128e-01 -9.71909426e-03 -8.71316344e-03  1.61426701e-02
 -3.19631472e-02 -2.32721511e-02  1.54826552e-01  1.33865148e-01
 -6.89419284e-02 -1.14438087e-01  3.46867070e-02 -2.07024962e-02
  2.85774916e-02  1.35271465e-02 -4.82377671e-02  6.48613721e-02
 -1.70203477e-01  5.16261347e-02  2.42719939e-03 -5.57491854e-02
 -1.55267745e-01 -1.70625046e-01 -9.74349231e-02  1.09004593e-02
 -4.40252908e-02  1.25731349e-01  3.11612355e-04  1.38384784e-02
  6.98724091e-02 -8.77668783e-02 -4.77688164e-02  1.11951157e-01
 -2.66629662e-02 -4.88859266e-02 -1.20219640e-01 -8.94476622e-02
 -8.46755039e-03  1.57661572e-01 -2.80923210e-02 -6.84623718e-02
  2.63353344e-02 -5.12153190e-03 -1.00217156e-01  6.85317814e-02
  3.26261967e-02 -7.90586546e-02  5.19668199e-02 -1.59123784e-03
 -2.11225390e-01 -7.25505203e-02 -7.71495793e-03  6.92498358e-03
  8.16355348e-02 -1.62180457e-02 -1.34589359e-01  1.17760725e-01
  8.39682072e-02 -3.54755707e-02 -9.37147066e-02  1.10340761e-02
  1.09413058e-01 -1.92602687e-02 -4.83416468e-02  1.29095644e-01
  7.61982501e-02  6.90253312e-03 -2.48789731e-02  1.02217816e-01
  2.17527878e-02 -1.49585769e-01  5.38409641e-03  3.48961614e-02
 -6.54789507e-02 -1.25207538e-02  9.86826792e-02  6.11919053e-02
 -9.00504515e-02  1.82866235e-03  4.49423417e-02  4.54925373e-02
 -7.23044798e-02  1.82012603e-01 -1.46379322e-01  5.53836301e-02
  3.23863886e-02 -9.26508904e-02 -7.08828866e-02 -1.10242136e-01
  1.97052613e-01 -1.73251852e-02 -1.94503423e-02 -6.80580810e-02
  1.21047229e-01  6.97160661e-02 -3.24547827e-01  1.20342653e-02
 -1.74599327e-02  9.82876644e-02 -6.03485741e-02 -1.73582863e-02
  9.85419974e-02 -3.26058827e-02  2.63255388e-01  4.24218550e-02
  7.68815652e-02 -1.09100332e-02 -1.03814937e-01 -1.91493463e-02
  8.01020637e-02 -2.30875667e-02 -5.26918508e-02 -5.93453683e-02
 -1.23965619e-02 -4.55736853e-02  1.85856707e-02  3.83985341e-02]",2
"[-8.47612396e-02 -2.85458174e-02 -8.39212723e-03  6.54580146e-02
 -1.94189504e-01  3.46145146e-02 -7.93147907e-02  5.40676415e-02
 -1.30857512e-01  3.54693942e-02 -4.57348004e-02  1.27867728e-01
 -1.27564937e-01  1.39574055e-02 -4.29502428e-02  2.57746782e-02
 -3.22366990e-02  5.87665569e-03  1.69475719e-01  1.31154254e-01
 -7.89029002e-02 -1.20928898e-01  2.17144173e-02  2.91833635e-02
  5.37177064e-02 -7.66251935e-03 -3.04147769e-02  5.40792271e-02
 -1.84083894e-01  5.77253997e-02  6.63354527e-03 -4.66118455e-02
 -1.64450586e-01 -1.60248622e-01 -1.04607642e-01  1.80450846e-02
 -5.62759005e-02  1.48367018e-01  2.18353495e-02 -6.54428173e-03
  6.37806952e-02 -1.08152464e-01 -6.14939854e-02  1.00243829e-01
 -4.00939919e-02 -4.75151241e-02 -1.02193616e-01 -8.68523791e-02
  1.25970477e-02  1.35021180e-01 -2.39131860e-02 -6.75794482e-02
  3.42507400e-02  1.62179172e-02 -1.09655157e-01  4.22327071e-02
  4.26309220e-02 -6.23548105e-02  7.24675134e-02 -1.92274898e-02
 -2.03926682e-01 -4.65614684e-02 -1.41050825e-02  1.29687097e-02
  7.61822611e-02 -1.47261452e-02 -1.17626831e-01  1.24589249e-01
  6.33741543e-02 -3.53583284e-02 -9.15436745e-02 -5.46733523e-03
  1.18646152e-01  5.45439543e-03 -5.17617613e-02  1.07737608e-01
  5.01415692e-02  1.07717281e-02 -2.88429223e-02  1.04698621e-01
  3.88030522e-02 -1.54508799e-01  1.46670379e-02  1.53434863e-02
 -3.99994254e-02  4.23843181e-03  9.63888243e-02  5.25918528e-02
 -1.01091556e-01  2.87241731e-02  4.10556421e-02  4.30300720e-02
 -7.35286921e-02  1.83961332e-01 -1.42642453e-01  5.06086089e-02
  5.24324700e-02 -8.37160349e-02 -7.99990818e-02 -1.03939928e-01
  1.97713792e-01 -1.11973761e-02  9.64072719e-03 -6.60731196e-02
  1.14257492e-01  5.52761778e-02 -3.11369956e-01  1.90335885e-02
 -4.30468023e-02  1.04141593e-01 -4.16540243e-02 -3.92157100e-02
  9.27677974e-02 -2.21314710e-02  2.70439386e-01  5.91408759e-02
  7.46674761e-02  2.35264277e-04 -9.03937742e-02 -5.51523417e-02
  1.04982384e-01 -2.67235525e-02 -8.07398707e-02 -5.10561578e-02
 -8.43461882e-03 -2.43572257e-02  1.75994132e-02  2.15645321e-02]",61
"[-7.83879310e-02 -3.17023657e-02 -4.17537196e-03  6.31438792e-02
 -1.89806461e-01  3.48004587e-02 -7.34495968e-02  5.48444614e-02
 -1.31110147e-01  3.82202379e-02 -5.14690876e-02  1.17273785e-01
 -1.35324776e-01  1.16030481e-02 -2.90397014e-02  3.05385534e-02
 -3.52639779e-02 -5.47526637e-03  1.63998336e-01  1.35615751e-01
 -8.04501623e-02 -1.30959779e-01  2.50708256e-02  8.21643509e-03
  3.93649004e-02 -6.99793221e-03 -3.28882262e-02  5.57562113e-02
 -1.84934944e-01  5.20940907e-02  1.17503689e-03 -5.44756465e-02
 -1.55565321e-01 -1.66803911e-01 -1.04918510e-01  2.16016546e-02
 -5.24041355e-02  1.42212778e-01  1.26422765e-02 -2.79204850e-03
  7.02977329e-02 -9.65358093e-02 -6.26732856e-02  1.03319585e-01
 -2.97176056e-02 -5.07064089e-02 -1.14180468e-01 -9.14707854e-02
  1.35954302e-02  1.42184526e-01 -2.28995159e-02 -6.73304871e-02
  3.45316269e-02  1.67855173e-02 -1.07605897e-01  5.46989851e-02
  3.41828093e-02 -6.94629177e-02  6.62581474e-02 -1.67785604e-02
 -2.04826236e-01 -5.58121093e-02 -1.07850563e-02  1.74680930e-02
  7.90036097e-02 -1.97754093e-02 -1.16811313e-01  1.24028355e-01
  7.52816051e-02 -3.63587998e-02 -9.85255614e-02 -2.35168892e-03
  1.14288047e-01  4.45803627e-03 -4.74888086e-02  1.10735603e-01
  6.32456169e-02 -1.75954818e-04 -2.71475334e-02  1.06041737e-01
  2.77707800e-02 -1.53739482e-01  1.46912027e-03  2.29182001e-02
 -4.77137677e-02  2.90088414e-04  9.55286548e-02  4.51235212e-02
 -9.84673724e-02  2.28489041e-02  4.26663831e-02  5.01630604e-02
 -7.45984316e-02  1.80439681e-01 -1.40660182e-01  5.01154475e-02
  4.03106883e-02 -8.50965679e-02 -8.11448619e-02 -1.18667603e-01
  1.95341378e-01 -1.48363933e-02  1.03651581e-03 -6.34300038e-02
  1.13048166e-01  5.89728206e-02 -3.17611426e-01  1.14586363e-02
 -3.77266929e-02  1.02489270e-01 -5.34282401e-02 -2.99101844e-02
  9.55640003e-02 -3.14015783e-02  2.63823718e-01  4.97137643e-02
  7.22085536e-02 -1.18656794e-03 -9.66582745e-02 -4.44694683e-02
  9.96805504e-02 -2.35428885e-02 -7.20978305e-02 -4.84460406e-02
 -2.09314916e-02 -3.04065477e-02  1.89515613e-02  2.65008900e-02]",57
"[-8.29259679e-02 -3.95664051e-02 -2.31188033e-02  6.74423352e-02
 -1.87388897e-01  4.11366411e-02 -7.04261810e-02  7.08193481e-02
 -1.42271951e-01  2.50168610e-02 -4.31470945e-02  1.21786684e-01
 -1.52246758e-01  2.91618006e-03 -1.86833553e-02  2.70822104e-02
 -3.95187475e-02 -1.85878496e-04  1.67627737e-01  1.36680752e-01
 -7.12684318e-02 -1.26390949e-01  2.41742525e-02  7.13544944e-03
  4.99933586e-02 -5.28965564e-03 -4.19562571e-02  3.93456556e-02
 -1.89227059e-01  6.19862452e-02  7.59630697e-03 -6.72190785e-02
 -1.49756566e-01 -1.65102810e-01 -9.77020264e-02  2.29375307e-02
 -7.27903247e-02  1.19114019e-01 -5.83020097e-04 -2.11830833e-03
  5.71236536e-02 -9.50875059e-02 -5.02820089e-02  1.21195987e-01
 -4.46006246e-02 -6.44912869e-02 -1.21275008e-01 -7.01594725e-02
  1.75542571e-02  1.47626296e-01 -1.41505105e-02 -7.04921409e-02
  3.55190039e-02  1.63184069e-02 -9.71639529e-02  6.92952275e-02
  4.87005524e-02 -7.42876083e-02  5.36457524e-02 -2.48857662e-02
 -2.05616459e-01 -4.45528105e-02 -1.99811626e-02  3.61013673e-02
  6.42455146e-02 -1.54138878e-02 -1.25681281e-01  1.20670192e-01
  7.73133636e-02 -4.02732417e-02 -1.00678645e-01 -3.94572830e-03
  1.10050641e-01  4.03853453e-04 -3.47579159e-02  1.18006967e-01
  6.40724376e-02  2.11580563e-02 -2.88430788e-02  1.08097337e-01
  3.26352715e-02 -1.37254551e-01  7.95292109e-03  3.11591793e-02
 -6.15599863e-02  8.14049225e-03  8.93514901e-02  4.95256335e-02
 -8.93538967e-02  2.46118642e-02  4.05066609e-02  5.48244379e-02
 -6.33447692e-02  1.73561186e-01 -1.58219397e-01  4.91145141e-02
  4.24218737e-02 -8.73244479e-02 -6.80270717e-02 -1.21949546e-01
  1.83102712e-01 -1.11259064e-02 -1.72927859e-03 -5.95036671e-02
  1.11655429e-01  6.85804039e-02 -3.15403730e-01  1.26254251e-02
 -2.60543078e-02  1.05109721e-01 -5.12306206e-02 -4.12931107e-02
  1.04171827e-01 -3.07825599e-02  2.53853738e-01  4.80165482e-02
  8.62991288e-02 -1.17336856e-02 -8.69197100e-02 -3.74781601e-02
  1.02679133e-01 -1.50055178e-02 -7.17288554e-02 -4.89810519e-02
 -2.79825181e-02 -2.49064993e-02  3.22546028e-02  3.40152606e-02]",10
"[-0.08850786 -0.01817522 -0.01344424  0.05886346 -0.19582024  0.04572147
 -0.08448885  0.04698861 -0.12655261  0.0367598  -0.04460581  0.12180924
 -0.13152824  0.00856344 -0.03304763  0.01494634 -0.03217315  0.00236114
  0.16036434  0.12646976 -0.06634109 -0.11067998  0.01458992  0.01401177
  0.05353905  0.00922007 -0.03499978  0.05976085 -0.17381735  0.06183564
  0.01812766 -0.04721418 -0.16876882 -0.15877841 -0.09961727  0.00352789
 -0.04943277  0.14349766  0.01947521  0.00369219  0.06148509 -0.10642842
 -0.04779338  0.10457841 -0.03978927 -0.04979943 -0.10326567 -0.08495819
  0.00413325  0.1384998  -0.03076549 -0.07157332  0.03193232 -0.00063392
 -0.10757263  0.047849    0.04236695 -0.07552276  0.06918623 -0.00756731
 -0.20490514 -0.05231784 -0.01412482  0.00418311  0.07284918 -0.01826628
 -0.13096409  0.11986679  0.06840377 -0.03034567 -0.08951852  0.00508421
  0.11413582 -0.00721521 -0.04643289  0.12348159  0.05308503  0.01345022
 -0.02781995  0.10440908  0.04454112 -0.15101694  0.01858492  0.02358838
 -0.04840607 -0.00258907  0.09699409  0.06388189 -0.09249865  0.01238014
  0.04046276  0.03770331 -0.06842043  0.18849653 -0.14705965  0.05174326
  0.05833669 -0.08809341 -0.07507649 -0.09526516  0.20343333 -0.015593
  0.00208106 -0.07207849  0.11703545  0.06693994 -0.31602767  0.02015978
 -0.03097382  0.09787877 -0.0388682  -0.03464859  0.0980865  -0.02131178
  0.27720398  0.05598967  0.08292326 -0.0090664  -0.09251981 -0.0421696
  0.09812623 -0.02609523 -0.0689304  -0.0631886  -0.00963364 -0.02908939
  0.01870438  0.02706186]",59
"[-0.07946046 -0.03191245 -0.00739995  0.06934012 -0.19103861  0.0297423
 -0.07785756  0.05572753 -0.12976971  0.03390324 -0.04902046  0.12142859
 -0.128501    0.01272386 -0.03873184  0.02635528 -0.03012255 -0.00121013
  0.17254844  0.13705543 -0.08561643 -0.13063519  0.03073996  0.02335684
  0.0479539  -0.01097925 -0.03654277  0.05235985 -0.17893969  0.05084391
 -0.0004845  -0.04635268 -0.16048202 -0.16489652 -0.10426385  0.02136638
 -0.05109017  0.14726608  0.01473959 -0.00458294  0.06624523 -0.1052439
 -0.06484421  0.10078647 -0.03564656 -0.04713266 -0.1082976  -0.09258159
  0.0068873   0.13512267 -0.02081902 -0.06459637  0.03078343  0.01889836
 -0.10912246  0.04248584  0.04043987 -0.06137097  0.07152314 -0.01879202
 -0.20692497 -0.05381803 -0.01001855  0.01917207  0.07847616 -0.01588302
 -0.11474835  0.12460279  0.06965749 -0.03680216 -0.08644853 -0.00598843
  0.12266646  0.01130148 -0.05568631  0.10299496  0.0560845   0.00296565
 -0.02948982  0.10267422  0.03395976 -0.15707953  0.00860419  0.0158413
 -0.04107118  0.00384913  0.09704777  0.05174073 -0.1028469   0.03019704
  0.04775476  0.04745681 -0.07712357  0.17865585 -0.13679937  0.05467131
  0.04623774 -0.08584673 -0.08108065 -0.1096238   0.19545452 -0.00747695
  0.00730126 -0.06407251  0.11723484  0.0560858  -0.31116974  0.02023891
 -0.04358526  0.10640435 -0.0464431  -0.0347289   0.09253919 -0.02677444
  0.2676152   0.05917071  0.07241933  0.00084243 -0.09459624 -0.04991624
  0.10052768 -0.02934423 -0.08047793 -0.04666762 -0.00913182 -0.02799035
  0.0133656   0.02122284]",61
"[-0.09350775 -0.01162309 -0.02196472  0.06626479 -0.19747391  0.04154412
 -0.09370136  0.05079138 -0.12906444  0.03057675 -0.04030268  0.11977768
 -0.13294913  0.0082607  -0.04017171  0.00493767 -0.03270183  0.0074315
  0.1591112   0.12514234 -0.06501342 -0.10754394  0.01773465  0.02360933
  0.06038806  0.02019689 -0.03705834  0.05736245 -0.16880183  0.06667729
  0.02916109 -0.04444335 -0.17408864 -0.14818096 -0.09821857 -0.00734997
 -0.04307942  0.14437036  0.01311039  0.00788261  0.04878766 -0.11361706
 -0.04015917  0.10963113 -0.04956131 -0.05065677 -0.10609435 -0.07724445
 -0.00470052  0.1342594  -0.02660103 -0.07421287  0.02676267 -0.00481248
 -0.10965203  0.03998684  0.05502408 -0.07378203  0.06833867 -0.00819219
 -0.20827179 -0.0481751  -0.02207803  0.00583266  0.06372825 -0.01515221
 -0.1346045   0.1225765   0.06507305 -0.02986871 -0.08051065  0.00566846
  0.11946587 -0.00386679 -0.04518319  0.12534302  0.0444256   0.02541665
 -0.02910335  0.10173372  0.05972827 -0.15292503  0.02834333  0.0249952
 -0.0506223  -0.00144991  0.09747919  0.07562684 -0.08742861  0.01461967
  0.04087305  0.03471417 -0.06792837  0.18186834 -0.14869198  0.05360866
  0.06693206 -0.08634194 -0.06700015 -0.08459922  0.19610667 -0.00752163
  0.00839497 -0.07453291  0.11527619  0.06952104 -0.3073458   0.02164786
 -0.0229393   0.0926892  -0.03865943 -0.04127728  0.103037   -0.02029377
  0.2845      0.06664592  0.08409335 -0.01151579 -0.08553825 -0.0401695
  0.09910373 -0.03325797 -0.07630536 -0.06844256 -0.00563724 -0.03096911
  0.01961358  0.03007553]",59
"[-0.07690633 -0.04319616 -0.00968547  0.07962234 -0.18975402  0.04171489
 -0.05861866  0.05390638 -0.14014807  0.02569218 -0.05285961  0.10419718
 -0.13735768 -0.01033696 -0.0260961   0.02748924 -0.02971397 -0.01834178
  0.17168282  0.13776898 -0.08548952 -0.11811956  0.05165736  0.00654865
  0.03140325 -0.00765836 -0.04456617  0.05945031 -0.18422757  0.04745006
 -0.01687115 -0.05185614 -0.15255286 -0.172013   -0.1042434   0.03273128
 -0.05795031  0.129907    0.00551236  0.00117586  0.06982233 -0.09388486
 -0.06681796  0.10709821 -0.0318011  -0.04101241 -0.11384004 -0.08881462
 -0.00326547  0.15723446 -0.01835209 -0.06128963  0.02765886  0.01398682
 -0.10164408  0.05764801  0.03766309 -0.05274796  0.05514877 -0.01862505
 -0.21230626 -0.06424328 -0.01009381  0.01252497  0.08987603 -0.0029525
 -0.11935969  0.12417228  0.07156229 -0.04478658 -0.09340531 -0.00406199
  0.11895712 -0.01027812 -0.0633606   0.10810833  0.06972468  0.01466685
 -0.02693851  0.10097109  0.01283121 -0.15443508  0.00810483  0.02110524
 -0.05436993 -0.00335724  0.10150052  0.05150017 -0.1049263   0.02518937
  0.04514654  0.04816537 -0.08186501  0.17703915 -0.14404327  0.05566471
  0.02327969 -0.08623021 -0.07455306 -0.11338186  0.1890111  -0.0099558
 -0.01190886 -0.06141861  0.1205889   0.04868474 -0.31781128  0.01253067
 -0.03444823  0.11051904 -0.0626175  -0.02578066  0.08765507 -0.02788116
  0.25360402  0.04965623  0.06392253  0.00325377 -0.10033014 -0.03956534
  0.08690488 -0.02557341 -0.07113411 -0.04428698  0.0020577  -0.04188078
  0.01450081  0.03103224]",66
"[-8.82978737e-02 -2.45464835e-02 -2.40102671e-02  6.82156533e-02
 -1.93408683e-01  6.56708926e-02 -6.90194368e-02  4.17855904e-02
 -1.34049565e-01  2.38799453e-02 -4.71238233e-02  1.00519754e-01
 -1.40832335e-01 -2.07399018e-02 -1.60068739e-02  5.45218214e-03
 -2.83008888e-02 -1.71557739e-02  1.56890690e-01  1.26032010e-01
 -5.95959872e-02 -8.85041729e-02  3.56890075e-02 -7.69846607e-03
  4.08661589e-02  2.19688974e-02 -5.07566407e-02  6.74394891e-02
 -1.68856323e-01  6.13436177e-02  8.60828999e-03 -4.93320934e-02
 -1.65147483e-01 -1.64069682e-01 -9.41853449e-02  4.75527300e-03
 -5.15225939e-02  1.21579953e-01  6.64111041e-03  1.54105155e-02
  6.12226687e-02 -9.66407359e-02 -3.93499471e-02  1.14077367e-01
 -4.02546376e-02 -4.40263860e-02 -1.07370175e-01 -7.79739097e-02
 -1.70462113e-02  1.61171168e-01 -3.12277563e-02 -7.01077953e-02
  2.39223894e-02 -1.53572923e-02 -9.76859480e-02  6.40365854e-02
  4.34343927e-02 -7.25263134e-02  4.90624011e-02 -4.23828096e-05
 -2.12916091e-01 -6.59850240e-02 -1.28675932e-02 -4.90727788e-03
  8.00871998e-02 -4.54888167e-03 -1.45015672e-01  1.16271272e-01
  7.02949315e-02 -3.59444022e-02 -8.84119198e-02  1.24035953e-02
  1.09448828e-01 -3.48816812e-02 -5.27665243e-02  1.35923997e-01
  6.61935136e-02  3.07155624e-02 -2.51033697e-02  1.00013137e-01
  2.95206401e-02 -1.46264777e-01  2.57304255e-02  3.17105018e-02
 -6.67167008e-02 -1.36460252e-02  1.01047322e-01  7.63171762e-02
 -8.94483104e-02  2.13647891e-05  3.97160612e-02  3.41314971e-02
 -6.88307658e-02  1.88727885e-01 -1.56955630e-01  5.60916848e-02
  4.06477898e-02 -9.31844860e-02 -6.27623498e-02 -8.88763368e-02
  1.99004084e-01 -1.57184731e-02 -2.05063429e-02 -7.24966004e-02
  1.24779321e-01  6.74396381e-02 -3.21551055e-01  1.89122539e-02
 -1.29325585e-02  9.90319103e-02 -5.11454009e-02 -2.45274380e-02
  9.57504436e-02 -2.03639008e-02  2.68019766e-01  4.84197028e-02
  8.12503546e-02 -1.27954902e-02 -9.76854637e-02 -2.20145527e-02
  7.83133283e-02 -2.37152297e-02 -5.37759252e-02 -6.73518255e-02
  8.57014023e-03 -4.51721549e-02  2.07479298e-02  4.03186865e-02]",58
"[-8.69304389e-02 -1.19550796e-02 -9.53004789e-03  5.70470989e-02
 -1.95971340e-01  3.87809500e-02 -9.24834758e-02  4.28723730e-02
 -1.18614353e-01  4.07496877e-02 -4.53068577e-02  1.22747287e-01
 -1.23382851e-01  1.61270499e-02 -3.85972671e-02  1.20367371e-02
 -2.87362821e-02  4.04577889e-03  1.61404058e-01  1.27007678e-01
 -7.00635239e-02 -1.16866775e-01  1.26875909e-02  1.86507646e-02
  5.59372865e-02  8.91996454e-03 -3.47853191e-02  6.09952174e-02
 -1.64156750e-01  5.76500632e-02  2.00375207e-02 -3.98436747e-02
 -1.72634915e-01 -1.57408535e-01 -9.97035578e-02 -1.71050965e-03
 -3.85397784e-02  1.53763443e-01  2.28083786e-02  4.49986290e-03
  6.23364337e-02 -1.11099079e-01 -4.94617000e-02  9.83401015e-02
 -3.70224938e-02 -4.71073613e-02 -1.00277796e-01 -9.33033898e-02
 -1.29485052e-04  1.28617510e-01 -3.29057798e-02 -6.99719563e-02
  2.95124762e-02 -1.27084437e-03 -1.11665107e-01  3.65845524e-02
  4.06295620e-02 -7.59366751e-02  7.78245181e-02 -3.81012680e-03
 -2.04246461e-01 -5.53207844e-02 -1.02808364e-02  2.34142179e-03
  7.31814578e-02 -2.28744857e-02 -1.27803132e-01  1.19355924e-01
  6.91014677e-02 -2.66204607e-02 -8.01574588e-02  5.76539570e-03
  1.19646639e-01  1.73174753e-03 -5.07418625e-02  1.18614927e-01
  4.93946560e-02  3.34548554e-03 -2.90158875e-02  1.02042064e-01
  5.05224280e-02 -1.56465858e-01  1.75985917e-02  1.96356792e-02
 -4.08773758e-02 -2.57658190e-03  9.80511010e-02  6.66481853e-02
 -9.42345560e-02  1.27569595e-02  4.59561646e-02  3.58533338e-02
 -7.11175874e-02  1.87788874e-01 -1.37290344e-01  5.48964068e-02
  6.49482980e-02 -8.88352692e-02 -7.93414190e-02 -9.03328136e-02
  2.07756221e-01 -1.29971961e-02  7.68710021e-03 -7.43824914e-02
  1.19079582e-01  6.80374950e-02 -3.12213600e-01  2.53038909e-02
 -3.63788120e-02  9.68013555e-02 -3.34170535e-02 -3.32427770e-02
  9.69400704e-02 -2.10041292e-02  2.83885747e-01  6.13833219e-02
  8.23496282e-02 -8.23123008e-03 -9.44803953e-02 -4.40566167e-02
  9.80471522e-02 -3.21190283e-02 -7.18534365e-02 -6.38645664e-02
 -8.03415384e-03 -2.81435866e-02  1.11156981e-02  2.12723110e-02]",59
