Vector,Labels
"[ 0.08665872 -0.03741874 -0.0743228   0.132849   -0.09825844 -0.00350441
 -0.00687895 -0.12171279  0.06999057  0.0580222   0.0585039   0.13167542
  0.05071339 -0.12970749  0.2108838   0.02501488  0.08841526  0.08219253
 -0.12408416  0.03696115 -0.01299948  0.12845477  0.03591029  0.14482506
 -0.095289    0.0293035   0.04369297 -0.09905737 -0.02325243 -0.01590561
 -0.00227343 -0.28747168 -0.06442694 -0.07898492 -0.04787964 -0.01066568
  0.1300834   0.04296564 -0.04950832  0.1145412  -0.06875796 -0.04552861
  0.10238238 -0.10880975 -0.0524956   0.13250151 -0.09856699 -0.07517511
  0.17761827  0.01577557 -0.00123408 -0.02607749  0.09619062 -0.04261775
 -0.05407608 -0.04737021  0.03534429 -0.06244759 -0.06929764  0.06881548
  0.0892299   0.01944712 -0.02106233 -0.07679331  0.07397335  0.15862876
  0.0145181  -0.10661051  0.10476053 -0.12282547 -0.01342956  0.15301193
 -0.03272254 -0.10032514 -0.00233904 -0.02523405 -0.0395731   0.10387006
 -0.0125276  -0.06380935  0.1696891  -0.0175107   0.01002321 -0.07270996
  0.02275347 -0.00432855  0.17644303 -0.03586212 -0.06065252  0.14440073
 -0.0852177   0.03463682 -0.00551297 -0.13923542 -0.18767169  0.01309675
 -0.08072993 -0.09131195  0.16230898  0.04444163 -0.00671194  0.08793289
  0.03431557 -0.0241271   0.02678252  0.07525691 -0.05712684 -0.07260913
  0.04708529  0.07070857 -0.01551291 -0.10527696  0.02776339  0.0116316
 -0.10160125  0.08727492 -0.04774529  0.14768735 -0.02805862 -0.19727679
  0.03329741 -0.14828432 -0.06915423  0.03228102 -0.02579099  0.00924168
  0.07962647  0.06471021]",61
"[ 0.08107435 -0.04130578 -0.08180959  0.1306995  -0.09791116 -0.01283081
 -0.0068043  -0.11350811  0.07866564  0.0647249   0.07838091  0.13283947
  0.0545644  -0.12381879  0.21011372  0.02106197  0.07666096  0.08983231
 -0.1324059   0.01345639 -0.01604494  0.10719248  0.03585559  0.12501109
 -0.08967922  0.00463401  0.06903301 -0.09135222 -0.03786137  0.01425785
 -0.02569535 -0.30884182 -0.04385728 -0.10314515 -0.04869928 -0.00145731
  0.13723038  0.03497488 -0.06582501  0.11691713 -0.04859052 -0.0817758
  0.1127181  -0.0915466  -0.07746384  0.13395192 -0.08819223 -0.07527171
  0.17466536  0.02537949 -0.01169926  0.01237515  0.08533176 -0.05970135
 -0.05061869 -0.04920875  0.02278166 -0.05051981 -0.07609811  0.0762486
  0.07692288  0.02359517 -0.01546317 -0.07727376  0.06153452  0.16580705
  0.01695661 -0.12005762  0.09845883 -0.1205046  -0.00560002  0.16349775
 -0.051235   -0.09926793 -0.01223223 -0.01695919 -0.04269867  0.10063928
 -0.03326321 -0.02577134  0.18021207 -0.02342805  0.02720911 -0.05110146
  0.01961306 -0.01234999  0.16291365 -0.03076469 -0.06242815  0.12335073
 -0.09163141  0.03651445  0.00199887 -0.14428921 -0.19345838 -0.00463281
 -0.07329825 -0.09794639  0.1526042   0.05762322 -0.01029627  0.08171911
  0.01297281 -0.02056301  0.03282871  0.07485411 -0.04863822 -0.07485195
  0.04642474  0.06254353 -0.0301096  -0.09449503  0.02969926  0.00463316
 -0.09707271  0.08894007 -0.0624162   0.13006239 -0.03247033 -0.19993952
  0.03214298 -0.15206689 -0.06585278  0.0398071  -0.01313849  0.02826066
  0.07554401  0.04923726]",68
"[ 0.07644324 -0.04293763 -0.06813093  0.12317267 -0.09288078 -0.00952448
 -0.00308254 -0.11609928  0.06179845  0.06801021  0.07544245  0.13143419
  0.06046718 -0.12285925  0.20504825  0.0257968   0.07705463  0.09263497
 -0.12508564  0.02208131 -0.02219823  0.107553    0.02332642  0.13437496
 -0.09122161  0.01262604  0.07054604 -0.09938803 -0.04373087  0.01319851
 -0.01287734 -0.30091628 -0.05047096 -0.10273063 -0.04509465 -0.01339782
  0.13451914  0.03060104 -0.07221624  0.11790074 -0.04874026 -0.07488088
  0.10687073 -0.09525845 -0.07407586  0.13305902 -0.09649069 -0.07044302
  0.18468182  0.02404639 -0.0081509   0.01112253  0.08210137 -0.06066429
 -0.04422247 -0.04497217  0.03781527 -0.05261118 -0.0805819   0.07562444
  0.07662956  0.02796773 -0.01064948 -0.07072793  0.06360897  0.16327654
  0.00495056 -0.11514533  0.11517844 -0.11959814  0.00460542  0.16148375
 -0.05169663 -0.09567833 -0.01205582 -0.01447766 -0.04562522  0.10708597
 -0.03252047 -0.02754614  0.18341143 -0.02824612  0.02667003 -0.05436902
  0.01655888 -0.00326557  0.156616   -0.03104968 -0.06575501  0.12322195
 -0.09285492  0.03974547 -0.00361426 -0.14080244 -0.18636537 -0.00682399
 -0.07135445 -0.09803772  0.14876573  0.04179149 -0.0120126   0.08659025
  0.01548513 -0.01626938  0.03975242  0.0784079  -0.04789168 -0.08604816
  0.0418607   0.07321417 -0.03125608 -0.08079278  0.03661132  0.02017538
 -0.11012277  0.09502276 -0.0671355   0.13533205 -0.0317253  -0.20225576
  0.03673771 -0.15782955 -0.05938807  0.03730869 -0.01451918  0.02327526
  0.0889385   0.05870328]",89
"[ 0.07825983 -0.03865356 -0.07769932  0.1292911  -0.0973922   0.00273009
 -0.01257965 -0.11897825  0.06951275  0.06538259  0.06866556  0.13368262
  0.05425089 -0.11767969  0.20833406  0.02833808  0.07818985  0.0846099
 -0.1294837   0.02403741 -0.02461703  0.11664843  0.03224213  0.14156246
 -0.08770187  0.02326671  0.05693095 -0.08778626 -0.03413825  0.0047396
 -0.01035273 -0.29286373 -0.05334621 -0.09235026 -0.04670318 -0.00512261
  0.14102276  0.04049456 -0.06314532  0.12120309 -0.05743574 -0.05746543
  0.11688711 -0.09051602 -0.06879216  0.13627334 -0.08947885 -0.0822209
  0.18109953  0.02326697 -0.00846714 -0.01674016  0.09051253 -0.0534726
 -0.04848389 -0.03781069  0.0272521  -0.05672688 -0.08273458  0.06958685
  0.08097915  0.02560299 -0.01610999 -0.07666851  0.0644057   0.1602857
  0.01717332 -0.10840362  0.10531399 -0.12736098 -0.0068839   0.16659103
 -0.04507624 -0.09512617 -0.0012405  -0.02049088 -0.03843964  0.10560197
 -0.01936663 -0.04097906  0.17914218 -0.01394788  0.01506744 -0.06348115
  0.01539751 -0.01046011  0.16701433 -0.02450837 -0.070299    0.12909041
 -0.089706    0.04065879 -0.00476965 -0.1393742  -0.19553007  0.00360144
 -0.07836437 -0.093047    0.16363221  0.0613229  -0.00478449  0.09173836
  0.02028384 -0.0107458   0.02523305  0.06329995 -0.0620776  -0.07575371
  0.05045805  0.07377835 -0.02107942 -0.09821641  0.03670405  0.01666005
 -0.09269629  0.08775312 -0.06539396  0.13865049 -0.03840348 -0.18877317
  0.03337619 -0.15426324 -0.06063405  0.04024575 -0.02236259  0.0212433
  0.07949439  0.05433781]",83
"[ 0.07755376 -0.04324971 -0.06311506  0.11984212 -0.10075116 -0.0054905
 -0.00486339 -0.12719718  0.06073101  0.07386293  0.08482377  0.12169191
  0.06077066 -0.1226869   0.20597267  0.0263655   0.08639605  0.09732635
 -0.12857363  0.02554298 -0.02072322  0.11285058  0.02978324  0.13334143
 -0.09327261  0.01691916  0.06891605 -0.09574819 -0.04542813  0.00306203
 -0.01534615 -0.2938569  -0.05043449 -0.10600976 -0.04339583 -0.01318909
  0.13713966  0.03435211 -0.072461    0.12402468 -0.04434558 -0.07104494
  0.11035427 -0.09349548 -0.06982559  0.1377406  -0.09241538 -0.08191316
  0.18589385  0.02876062  0.00286223  0.01030926  0.08122528 -0.06212204
 -0.04726171 -0.03990407  0.04198973 -0.05023735 -0.06674768  0.07860134
  0.0770273   0.02507423 -0.00887275 -0.06780916  0.07959919  0.16003634
 -0.00230851 -0.11956558  0.11613276 -0.1170723  -0.00695904  0.1662565
 -0.05831772 -0.09307723 -0.01054767 -0.01020192 -0.03822306  0.10328797
 -0.0215239  -0.02334349  0.16954751 -0.02885093  0.02773451 -0.06449366
  0.02414912  0.0028654   0.14359748 -0.02624439 -0.075183    0.12785964
 -0.0910138   0.03536486  0.00132285 -0.15276164 -0.17363283 -0.00859107
 -0.0758177  -0.10150943  0.14957954  0.04027658 -0.0176739   0.09830245
  0.02084028 -0.02039911  0.02896045  0.08590657 -0.07205933 -0.09288385
  0.0376601   0.07116464 -0.02845739 -0.08427467  0.03394371  0.02330423
 -0.10789959  0.1000988  -0.05254077  0.12587205 -0.01547469 -0.19434911
  0.03972604 -0.1617122  -0.06256171  0.02660221 -0.02131772  0.02249852
  0.07550029  0.05551971]",88
"[ 0.08332234 -0.03639351 -0.05699318  0.12111907 -0.09673424 -0.0207141
  0.00122402 -0.12287151  0.05451004  0.05507637  0.0854092   0.14135192
  0.05406054 -0.11565726  0.2051849   0.03055681  0.06463819  0.09769094
 -0.11244622  0.02840436 -0.02710243  0.08780365  0.02450216  0.1405557
 -0.09406766  0.01101451  0.07468569 -0.10526259 -0.04182137 -0.00188074
 -0.0069758  -0.299307   -0.04256018 -0.09531441 -0.05139141 -0.00535037
  0.13749932  0.02970852 -0.08110041  0.12090381 -0.0383263  -0.0802955
  0.11317777 -0.09830126 -0.08847398  0.1516673  -0.10609105 -0.07462336
  0.17376788  0.02010873 -0.01272805  0.0104535   0.07663486 -0.04478625
 -0.04160061 -0.05913638  0.04283987 -0.05572411 -0.07055004  0.08142769
  0.08221357  0.0363063  -0.00676462 -0.07320824  0.06622223  0.17459333
  0.00854796 -0.10222355  0.12443627 -0.11458264  0.00799191  0.15646908
 -0.04625362 -0.06976006 -0.00489124 -0.02133172 -0.0467533   0.10817056
 -0.02676794 -0.01694505  0.17713834 -0.02435172  0.02093237 -0.05671294
  0.02773978  0.01071054  0.17624013 -0.03235472 -0.07878078  0.13445893
 -0.08029746  0.02267225 -0.00037175 -0.14913826 -0.174442   -0.0052613
 -0.05383176 -0.10290899  0.15147206  0.0225646  -0.00120743  0.08068229
  0.02963948 -0.0091874   0.04128098  0.07986958 -0.04265494 -0.08644652
  0.03630272  0.05747388 -0.04271416 -0.07968251  0.04867266  0.00357747
 -0.12395432  0.07933319 -0.07735838  0.12431139 -0.01861175 -0.1885838
  0.02590891 -0.1670109  -0.05706446  0.03583998 -0.00287494  0.00981618
  0.09813721  0.06650805]",84
"[ 0.08478854 -0.03199399 -0.06770284  0.13990079 -0.10093615 -0.00637561
  0.00063243 -0.14663735  0.05463072  0.05633093  0.07507383  0.12978677
  0.04672021 -0.12333988  0.21440983  0.02564542  0.07805693  0.09869596
 -0.1242561   0.02966918 -0.0254081   0.10862771  0.02614677  0.14305219
 -0.08925001  0.0161464   0.04468219 -0.09044278 -0.02306688 -0.01439266
 -0.01555754 -0.2993664  -0.04944126 -0.08513828 -0.04817138  0.00436799
  0.1362414   0.04042339 -0.05448203  0.11426101 -0.05535068 -0.04448825
  0.1101459  -0.10701694 -0.06894471  0.13871992 -0.09450629 -0.07814474
  0.1716618   0.01109547 -0.005445   -0.01717813  0.099028   -0.04101101
 -0.05285381 -0.04492997  0.03997979 -0.06267752 -0.06289829  0.07343746
  0.08468872  0.02334102 -0.03081444 -0.08107916  0.071703    0.16605897
  0.01790966 -0.10729443  0.10438128 -0.12291899 -0.02080077  0.15453856
 -0.03396452 -0.09272605  0.00188526 -0.02496307 -0.04599473  0.11999223
 -0.02806357 -0.03949615  0.16255784 -0.01307232  0.00947522 -0.06608386
  0.02161906 -0.00252952  0.17204112 -0.036033   -0.07264638  0.13757063
 -0.07823831  0.03305138 -0.00100008 -0.1520913  -0.18774435  0.00277777
 -0.06654074 -0.09337254  0.16898827  0.03389794 -0.00804344  0.09212984
  0.01740822 -0.01751347  0.02508367  0.07497434 -0.06777845 -0.07530617
  0.05430359  0.05121417 -0.03142932 -0.09406953  0.04055504  0.00465255
 -0.11182091  0.0802738  -0.06335799  0.13192849 -0.02385728 -0.18137152
  0.03001976 -0.15544291 -0.06438398  0.02820978 -0.01872349  0.00959521
  0.08386026  0.05463293]",68
"[ 0.07734616 -0.02934444 -0.07306686  0.12978064 -0.10342088 -0.00965131
  0.001961   -0.13833281  0.05033576  0.0613272   0.08439746  0.13746063
  0.05306073 -0.12755908  0.20843905  0.01842653  0.07680561  0.1035234
 -0.12539099  0.02113042 -0.02714413  0.10250337  0.0340937   0.13441743
 -0.08713099  0.01072178  0.05995537 -0.0860831  -0.0355707  -0.01618911
 -0.00984242 -0.29436743 -0.0504365  -0.09907048 -0.04647068 -0.00443854
  0.14192529  0.03693076 -0.06330024  0.11227638 -0.04408344 -0.06190856
  0.11317053 -0.09847827 -0.07414211  0.13490169 -0.09310482 -0.09318174
  0.17408115  0.02081677 -0.00074892  0.00102097  0.08543448 -0.05874198
 -0.04728108 -0.0422135   0.03777969 -0.05719937 -0.05919489  0.07528731
  0.07107474  0.02178123 -0.02162821 -0.07905049  0.07453275  0.16382188
  0.01226212 -0.11296926  0.11629006 -0.12042449  0.0016306   0.15651463
 -0.03896395 -0.08740863 -0.00222744 -0.02499469 -0.04198145  0.12534387
 -0.02231411 -0.01905697  0.16899641 -0.02861413  0.01833687 -0.05441477
  0.02158147  0.00453538  0.16910969 -0.03441638 -0.07470766  0.13541837
 -0.08670351  0.02665761  0.00099686 -0.15040962 -0.17761643 -0.00935532
 -0.07006529 -0.09846725  0.16384768  0.04365033 -0.01161639  0.09641433
  0.02999913 -0.01685801  0.02675295  0.0705666  -0.06554417 -0.08321647
  0.04834626  0.05614595 -0.0348358  -0.08424382  0.02819626  0.01278763
 -0.11150444  0.08934744 -0.05986753  0.11749083 -0.01905002 -0.1951476
  0.03600948 -0.1628871  -0.06189084  0.02476803 -0.01605475  0.02135161
  0.09123535  0.05911386]",82
"[ 8.50319266e-02 -3.56851704e-02 -5.98459393e-02  1.23082183e-01
 -1.01134375e-01 -1.10714287e-02 -3.32954642e-06 -1.33443147e-01
  4.90384549e-02  5.35995029e-02  6.77114055e-02  1.36935741e-01
  5.09372763e-02 -1.20870307e-01  2.09652901e-01  2.95665562e-02
  7.42750093e-02  9.09192041e-02 -1.13239884e-01  3.52555029e-02
 -2.51834393e-02  1.05424166e-01  2.11673453e-02  1.44597918e-01
 -9.82398763e-02  1.58162862e-02  4.75000553e-02 -1.05118893e-01
 -2.37878375e-02 -1.44014275e-02 -7.53227854e-03 -2.91840315e-01
 -5.26652820e-02 -7.94104934e-02 -4.31589708e-02  1.10991718e-03
  1.35107026e-01  3.76008153e-02 -5.98035790e-02  1.21852569e-01
 -6.16221093e-02 -4.36907709e-02  1.13991313e-01 -1.02809131e-01
 -6.32745698e-02  1.44472867e-01 -1.04434215e-01 -7.81772733e-02
  1.73071429e-01  1.21563766e-02 -2.27777380e-03 -2.07846295e-02
  9.81087834e-02 -3.41149047e-02 -4.88422848e-02 -5.18799797e-02
  4.56596091e-02 -6.60736933e-02 -7.66463131e-02  7.36223906e-02
  8.93102512e-02  3.08448393e-02 -2.34275088e-02 -8.41710716e-02
  7.14778230e-02  1.63678452e-01  1.21987620e-02 -9.95811522e-02
  1.09043889e-01 -1.19693808e-01 -1.76326577e-02  1.55788630e-01
 -3.27544846e-02 -8.88939649e-02  5.85379219e-03 -3.01383864e-02
 -4.59309854e-02  1.17216654e-01 -2.32005529e-02 -5.09607308e-02
  1.68970495e-01 -1.77061297e-02  5.49822906e-03 -7.29789883e-02
  2.49307100e-02  6.30617468e-03  1.82618737e-01 -3.49721238e-02
 -7.65910298e-02  1.44047454e-01 -6.63635284e-02  3.59356254e-02
 -6.85361866e-03 -1.46281600e-01 -1.89935267e-01  7.26191374e-03
 -5.72266728e-02 -9.81202051e-02  1.64197281e-01  2.71223150e-02
  2.92895158e-04  8.73986781e-02  2.71475744e-02 -8.87011550e-03
  3.18936631e-02  7.36656561e-02 -5.88342957e-02 -7.62524009e-02
  4.68564294e-02  5.29877171e-02 -2.89234407e-02 -9.81070101e-02
  4.46959026e-02  1.55828684e-03 -1.20058514e-01  7.53561109e-02
 -6.60687461e-02  1.33088619e-01 -1.83756743e-02 -1.77691370e-01
  3.12605202e-02 -1.64713591e-01 -5.90995625e-02  3.19906175e-02
 -1.68822780e-02  1.72401476e-03  9.06226039e-02  6.66150376e-02]",68
"[ 0.07868762 -0.03380777 -0.06070732  0.12716436 -0.09779632 -0.00147743
 -0.00741493 -0.13640246  0.05631665  0.06721642  0.06934448  0.13881291
  0.05540405 -0.11362052  0.20421603  0.03017103  0.08482563  0.09607795
 -0.1107123   0.01139357 -0.02702248  0.10507324  0.02026348  0.14222468
 -0.09224499  0.01115862  0.06485089 -0.10220254 -0.03749634 -0.00198029
 -0.01328537 -0.29092076 -0.04119962 -0.09696788 -0.04525604  0.00221455
  0.14266904  0.0251936  -0.06342807  0.11316179 -0.0490227  -0.04903237
  0.12226745 -0.09494697 -0.07938661  0.13526534 -0.09125578 -0.0781719
  0.18208699  0.02335357 -0.00345877 -0.01011648  0.08929793 -0.05299601
 -0.04671426 -0.05445039  0.04246512 -0.06152847 -0.07590984  0.07373881
  0.07788707  0.02336285 -0.01984649 -0.0887576   0.07312945  0.16331592
  0.01514169 -0.11061466  0.10874799 -0.11957509 -0.00767185  0.15860784
 -0.03909221 -0.08763345  0.00399296 -0.02282638 -0.04833765  0.11932232
 -0.0237792  -0.03470264  0.17758378 -0.02316521  0.0144133  -0.06276592
  0.02204882  0.01168602  0.16071326 -0.02447107 -0.0806376   0.13641056
 -0.08603696  0.03576301 -0.01170173 -0.15164372 -0.18546404  0.00438308
 -0.07137287 -0.10004211  0.16841805  0.03878965 -0.00736325  0.0905334
  0.03356282 -0.00535305  0.03273411  0.06699999 -0.06722066 -0.08166519
  0.05119658  0.05858166 -0.02518041 -0.09205508  0.04391263  0.01202356
 -0.11536597  0.07905715 -0.06559319  0.12779313 -0.01693419 -0.17715842
  0.03041131 -0.16390663 -0.05398613  0.02914614 -0.01148118  0.0189355
  0.09474166  0.05937668]",81
"[ 0.07185066 -0.04125372 -0.06115204  0.11702322 -0.0879204  -0.01208292
 -0.00344466 -0.10869506  0.06788903  0.06474289  0.07314586  0.13489126
  0.06499405 -0.1160543   0.20596392  0.02965597  0.07322683  0.08618443
 -0.11783431  0.0186311  -0.02265299  0.10963186  0.01494358  0.14443783
 -0.09345653  0.01609414  0.07760083 -0.10081515 -0.04525408  0.01691327
 -0.02095361 -0.29806086 -0.05035232 -0.10078883 -0.05017134 -0.01152172
  0.13205548  0.02856373 -0.08050649  0.1206741  -0.04188709 -0.08084817
  0.11373232 -0.09312388 -0.08320378  0.14282027 -0.10344058 -0.06152367
  0.19034842  0.02256332 -0.01178438  0.01772529  0.08035494 -0.05696977
 -0.04389871 -0.05047612  0.03798858 -0.05935536 -0.07963295  0.0733954
  0.08443571  0.02727613 -0.01161126 -0.07207271  0.05283407  0.16397604
  0.00201958 -0.11067919  0.12105341 -0.12039014  0.00256751  0.1582593
 -0.05126673 -0.09802573 -0.00472484 -0.01389732 -0.03991631  0.09966417
 -0.0231806  -0.03492909  0.18187375 -0.02299731  0.02908164 -0.05667534
  0.01384485  0.00391985  0.1520997  -0.02919424 -0.06733079  0.12812172
 -0.08996946  0.04688827 -0.00875357 -0.1472613  -0.18947217 -0.01374534
 -0.07176145 -0.09403661  0.14717957  0.03506236 -0.00676485  0.09092383
  0.02707218 -0.01456388  0.03807246  0.08154809 -0.04215823 -0.08560833
  0.04239236  0.07447819 -0.03038958 -0.08201971  0.04731189  0.02077322
 -0.11597225  0.08401931 -0.06787503  0.12908489 -0.03430712 -0.1943456
  0.03766976 -0.1587888  -0.05368957  0.04028364 -0.00457563  0.01854286
  0.08734226  0.06262062]",74
"[ 0.07992755 -0.0445711  -0.0654242   0.13495941 -0.09603401 -0.00709057
  0.00138476 -0.13623546  0.05183496  0.05577008  0.06732599  0.13623735
  0.0478593  -0.1172752   0.20869544  0.02597456  0.07561886  0.09290469
 -0.12061609  0.03644203 -0.03455856  0.11156251  0.02933998  0.14553042
 -0.07572277  0.0263203   0.07811181 -0.08784749 -0.03962651  0.00138201
  0.00538751 -0.2922932  -0.06396711 -0.08641315 -0.05306594 -0.01329206
  0.13134165  0.03287088 -0.07369507  0.10663577 -0.03489376 -0.0629092
  0.09829086 -0.09956913 -0.08074762  0.13938121 -0.10348208 -0.07710321
  0.17063251  0.02383795 -0.01055155 -0.00522613  0.07142025 -0.05599048
 -0.04071755 -0.04457149  0.0461997  -0.04859575 -0.06646375  0.06845452
  0.07382161  0.02279363 -0.0032262  -0.07498287  0.06874277  0.16770592
  0.00215084 -0.10354881  0.1314199  -0.1378972   0.01752204  0.16159855
 -0.0425921  -0.08369591 -0.00770421 -0.01779447 -0.0419344   0.11506943
 -0.02389685 -0.01639923  0.18368989 -0.01739617  0.02286805 -0.04897157
  0.01516418  0.00705674  0.18033673 -0.02718501 -0.07229493  0.13721357
 -0.09197518  0.02418171  0.00192318 -0.13312204 -0.1721678  -0.00404964
 -0.05535836 -0.10389643  0.1516837   0.0411814  -0.00309542  0.08207213
  0.02855328 -0.00433311  0.02628244  0.06846695 -0.06798378 -0.08301365
  0.05013282  0.07839305 -0.04449723 -0.07191377  0.05130999  0.01974252
 -0.11996319  0.09754889 -0.07319882  0.13131006 -0.03280351 -0.19709037
  0.0233588  -0.15683119 -0.06240845  0.03980217 -0.01784523  0.01586972
  0.09364404  0.06664824]",85
"[ 0.0858965  -0.04057027 -0.05808522  0.12477224 -0.10372431 -0.00369263
  0.00122267 -0.13212487  0.06211043  0.06991494  0.06806815  0.12784089
  0.05540043 -0.11692552  0.20390743  0.03536132  0.08682127  0.09115457
 -0.11327331  0.02472667 -0.02212702  0.11084942  0.02461475  0.14638662
 -0.09392712  0.02579414  0.06418753 -0.09744323 -0.03414631  0.0006916
 -0.00773688 -0.2893965  -0.04564246 -0.09851341 -0.04552971 -0.00529218
  0.13485576  0.04088423 -0.07407228  0.117433   -0.04806677 -0.05686879
  0.11417752 -0.09511251 -0.0670935   0.14877184 -0.09949128 -0.07150676
  0.1830261   0.02191887 -0.00841732 -0.0020827   0.08620887 -0.04655922
 -0.04638789 -0.04960351  0.04899212 -0.06937641 -0.06746806  0.07690725
  0.09336259  0.02358233 -0.02032164 -0.07274727  0.07104397  0.16832873
  0.00543862 -0.10811046  0.11872182 -0.1270271  -0.00308966  0.16512963
 -0.0439207  -0.09508897  0.00223071 -0.01821587 -0.03438528  0.10430426
 -0.01726894 -0.04329796  0.1680342  -0.01803425  0.018294   -0.06796249
  0.02696786  0.00855629  0.16235764 -0.02876256 -0.07488246  0.13938226
 -0.08246277  0.03803151 -0.00763919 -0.14275518 -0.17605436 -0.00269981
 -0.07397947 -0.09789434  0.15605082  0.0400119  -0.00595487  0.09256608
  0.0346403  -0.01212813  0.02525163  0.0810938  -0.06345132 -0.08613132
  0.04445591  0.0610733  -0.03130534 -0.09263873  0.04742345  0.01368899
 -0.11296343  0.08173922 -0.05863312  0.13441864 -0.02880917 -0.1824215
  0.03640229 -0.16325662 -0.06169731  0.02614945 -0.01404096  0.01030726
  0.07768799  0.05957827]",85
"[ 0.07842664 -0.04843248 -0.06124792  0.12447987 -0.0952004  -0.01383122
 -0.00473092 -0.11629789  0.06296369  0.06345434  0.07401196  0.131903
  0.06020627 -0.11878874  0.20950907  0.03185238  0.07839201  0.08511898
 -0.12142152  0.02838876 -0.01950771  0.11304762  0.01824066  0.13881092
 -0.09705897  0.01932716  0.07483297 -0.10420237 -0.04745001  0.00572404
 -0.01786546 -0.30095294 -0.05442091 -0.09734222 -0.04656836 -0.01365113
  0.1288963   0.03644865 -0.07934555  0.11916893 -0.0452768  -0.07698648
  0.10656253 -0.09949139 -0.07497859  0.14401104 -0.10337817 -0.06590917
  0.18048005  0.02372506 -0.00509014  0.01183076  0.07918965 -0.05645659
 -0.04678099 -0.04874926  0.04202625 -0.05460357 -0.07671333  0.07714923
  0.08146284  0.0261642  -0.00623025 -0.0715465   0.06652146  0.16625895
  0.00055753 -0.11258584  0.11818804 -0.11804381 -0.0007476   0.15532714
 -0.05205989 -0.0929826  -0.00956872 -0.01492064 -0.04177439  0.09832696
 -0.02646858 -0.03221917  0.17496431 -0.02642618  0.02534197 -0.06159403
  0.02183307  0.00477145  0.15509832 -0.02965469 -0.06952508  0.13414332
 -0.08952904  0.03667312 -0.00387331 -0.14863928 -0.18056273 -0.00921708
 -0.06666258 -0.10183501  0.14111908  0.03159754 -0.01245267  0.08904586
  0.02160282 -0.01474329  0.038741    0.08826101 -0.05342571 -0.08667937
  0.03834932  0.07459322 -0.03100918 -0.08277713  0.04180536  0.02101115
 -0.11464608  0.09377185 -0.05973534  0.13022044 -0.02974188 -0.19732007
  0.03496587 -0.15736793 -0.05606645  0.03411879 -0.01247726  0.02094427
  0.08402301  0.05819757]",74
"[ 0.08024506 -0.03263234 -0.07308711  0.141793   -0.09799728  0.00440921
 -0.00795001 -0.13226539  0.07447819  0.06743892  0.07400519  0.12159701
  0.05517824 -0.12749343  0.20912676  0.02362907  0.08125483  0.09804682
 -0.13050066  0.02749678 -0.02453647  0.10849266  0.03313128  0.13661152
 -0.07464793  0.02247052  0.06702898 -0.08256584 -0.02842771  0.00298066
 -0.0047483  -0.2985797  -0.04192773 -0.10678001 -0.0597936  -0.00685527
  0.1418322   0.03962639 -0.06660981  0.11676753 -0.04301113 -0.06458791
  0.10674368 -0.09457669 -0.08202416  0.14106163 -0.08732823 -0.0762031
  0.18346779  0.02653873 -0.010012   -0.00549857  0.08951633 -0.05434759
 -0.04844974 -0.04016537  0.02858177 -0.05383106 -0.05958859  0.07116678
  0.07546876  0.02384666 -0.0169732  -0.0646209   0.0643188   0.16665676
  0.01352085 -0.10373878  0.10834422 -0.1261101   0.00108115  0.1678506
 -0.04105728 -0.09553308 -0.0099104  -0.02105127 -0.03881016  0.10222629
 -0.01836106 -0.02252688  0.17320284 -0.00880536  0.01913944 -0.06066438
  0.00988512 -0.00324759  0.15818457 -0.0227879  -0.06125453  0.11876518
 -0.10270978  0.02652541  0.00061983 -0.14107794 -0.18457627  0.00256117
 -0.07896168 -0.08984005  0.16502537  0.05232647 -0.01331019  0.09357646
  0.02345385 -0.01997263  0.01775651  0.0715983  -0.0688991  -0.07793084
  0.0446125   0.07652758 -0.03498138 -0.09632982  0.02928137  0.0172272
 -0.100776    0.09090122 -0.06801307  0.13979106 -0.03979632 -0.197191
  0.03119164 -0.14600222 -0.07219434  0.03424681 -0.01096771  0.02037435
  0.08092869  0.05036902]",62
